text,cluster
negara kanada katanya negaranya luas dan terluas di dunia keduatapi orangnya kurang bawa ke sana saja,1
mana ada yg maulah negara luar tegaspenjaga pantai mereka siap siaga jika imigran gelap masuk,1
cuma pulangkan semua imigran gelap rohingya yg lama atau yg baru datang selesai masalah brjangan di tampung apalagi memberikan pulau galang ke imigran gelap brmereka itu imigran gelap bukan pengungsibrsemoga kejadian di malaysia tidak terjadi di indonesia,0
ngomong enaktanah ini berkat pejuangbukan tanah nenek moyang mu,1
di buang ke laut dak masalah orang kok gangu orang indoneaiaorang iniorang setengah hewan hidupnyakemproh,1
negara asean diamsebab indonesia ada penghianat bangsa yg bersekongkol supsya etnis rohinya masuk indonesia khususnya acehfaisal rahman lah penghianat bangsa unhcrrakyat aceh jangan mau daerahnya jd pembuangan atau penampungan etnis rohinya pendatang ilegaltolak sampa keluar aceh timurbarat dllsemangat ayo warga usir sekalia faisal rahman biang kerok dr unhcrkeroyok berame ramebiar bonyok,0
dikasi nasi bungkus dibuang katanya gak enaklah kurang banyaklahdikasi baju dibuang katanya ga sesuai gaya berpakaian mereka kayaknya mereka muslim abal karena tidak punya rasa bersyukur sama sekali,1
siapa yg dulu dukung rohingnya a hrefaboutinvalidzcsafeza,1
buang aja kelaut kalau mau mati,1
ingat ancaman netanyahu gk mainbrwarning jerat unhcr amp bangladesh brakan buat indonesia seperti palestina awalnya dimasuki boneka sentimentalbrpelan senegeri diboyong kesini dan bangkades dan gurkha ambil manfaatbrlama minta wilayah pelan boneka diberi senjata minta pisah merdekabrtau menjajah setapak demi setapakbrzionis itu tidak pernah gertak sambalbrdan akan berupaya hingga akhir duniabrsemoga nusantara bukan buat coba,1
ya mereka takk mau pergi dari indonesia karena warga indonesia itu berhati muliya,0
hahahaha suruh aja kenlaut lepas biar mereka mati sendiri,1
mereka itu cuman islam kedok doank usir mereka,1
rkyt indo udh cerdas sekaranggk mau lgi d tipu sm kum a hrefhttppenjjhmnpenjjhmna rup sangar lgiii,1
gk ad yg mau nmpung kalian d indotauuuuh,1
apakah mereka benar muslim,1
sapa bilng unhcr goblok kalian mau d tipuuu sm unhcr,1
so surujh kaluan naik kpl diam sj d neg muuuenk sj mau hidup enk gratisssanjriitttbenci akuuu,1
jngn percy dgn ucpn gombalan bohong nyati mati sj gk ush mkn minum lhot d suruhbunuh memang kami or bodohhhanjriiittt,1
suruh ke laut ajacapek rohongya gak tahu aturan,1
kita harus shock therapy mereka,1
bom,1
orang rohingya kurang cinta tanah air nya sendirikalau saya lebih baik saya mati dari pada meningalkan tanah kelahiran sayapengecut rohingya,1
pulang kan saja ke bangla kamu nggak tau kalau orang indonesia suda mara marah habis kao,1
yawes di bunu sajalah,1
datang tak di undang brmau mati mati lah lebih cepat lebih baik,1
oh iya racun saja,1
habisin aja mereka itulah cara mereka untuk dikasihani,1
biterserah pengungsi mau mati dimana tapi jangan masuk dan jadi warga indonesiaib,1
woy bodoh indonesia susah jangan tambah susah lagi,1
kembalikan ke bangladesh,1
mau loe ngomong ape kek loe mestipergi dari aceh jangan didengerin pokoknya usiiirrrrr,1
tamu itu memang raja tapi alangkah baik nya hargai dulu pribumi sebagaimana pribumi menghargai tamunya walau tamu itu tidak jelas dan secara misterius sewaktuwaktu pribumi akan risih jika dperlakukan tidak beradab dan tak ada atitude yang baik oleh tamu nya,1
saya berita tau pemerintah kita indonesia mudahan di baca jgn sampai indonesia di ambil alih oleh org rohingha alias banglades kita perlu waspada sudah ada pelajaran yg kita lihat palestina di ambil alih paksa oleh israel dan jgn sampai indonesia di ambil alih rohingha alias banglades rakus,0
ekonomi sulit tp kok pumya uamg jt byar agen,1
ras rohingnyadi manapun berada akan selalu bermasalah karena mereka tidak ada pemimpin yang bisa memegang tanggung jawab saat di pulau tsb sehingg camp di pulau itu menjadi kumuh selanjutnya mereka selalu mencari harapan di negara yang mereka kehendaki,1
dont let them in,1
lapo mati ng indonesiabrmatio ng negoromu dewe kono lo cok,1
mereka blm tau kalo masarakat indonesia marah,1
lebih baik mati demi tanah kelahiran daripada mati ditanah air orangbrlawan tuh myanmar cuokk,1
tolong lah,1
dia pasukan berani matipulang kan saja,1
tidak ada lagi nama nya adat istiadat nanti pulang kan saja,1
saya mohon pemerintah balik kan saja soal kita ini negara damai jika masuk kita nanti bisa hancur semua,1
usir saja,1
tidak ada tanggung jawabkita bagi orang acehuntuk menerima mereka orang rohingniyamereka itu tidak ada mamfaat buat kitakususnya buat orang acehsetempatmereka buat masalah sosial saja di acehbuat beban diwarga aceh kususnyamereka itu susah secara ekonomi maka di himbau kepada masyarakat aceh jangan di bantu ini orang pengungsi rohingniyabuat masalah sosial sahasiapa bisa jamin mereka inimereka para bangla rohingniya ini banyak yg buat susah kitabagipenduduk setempatingat masih banyak masyarakat kita warga aceh yg hidup yaitu nyak nyak yg hidup di bawah garis rata yg ekonominya di bawah rata ratadan anak miskin dan duapa banyak di acehinipengungsi buat beban moralndan sosial bagi masyarakat penduduk aceh warga setempat janganmaukita di bodohioleh orang mapiaperdagangan manusia inibsangat bahaya buat keamanan di acehmerrka ini tidak bisa di percayassya di natuna perbah di kerjain oleh orang rang rohingya bangla inimereka tidak diterima di negera lain tanyak dlm benakkitaada apa merrka imimereka tidak dibdipelin dan selalu melawan dan banyak buat susahlah inimpengungsi bangla rohingnya,0
ktp islam tapi sikap dan prilaku keji buanyaaaak jgn terjebak dg status agama tapi waspadalah dg sifat karakter watak seseorang atau sekelompok orang tsb demi keselamatan dan kelangsungan existensi penduduk asli ya ambil hikmah pelajaran dr konflik besar yg pernah terjadi yg aslinya di sebabkan dari watak dr seseorang dan watak kelompok karakter bangsa,1
wahhh uda gk ada lagi yang mie aceh ganti mie rohingya,1
bodoh kalau memang berani untuk mati ngapain musti datang ke indonesia mending lu berjuang di sana di tempat kelahiran kalian bukan malah bikin kacau dan menjadi beban di negeri orang,1
jangan terpebgaruh jangan kasian pasti akan bikin rugi indonesia rohingya buanv saja,0
katek maluu,1
poniman klo diriku memberi ijin hidup lah dgn rukun dan damai dinegri nkri ini kibar kan bendera merah putih dgn baik dan benar dan ber ibadah kepada allah lewat jalan rukun islam dan pegang kokoh rukun iman dan hormati negara nkri sebagai duta yg nyata bendera merah putih bendera negara nkri ya mau ya tuk semua rohing yg uda nyampek kemari besok akan musawar secara kenegaraan terada krena permohonan tuk nama suku etnis rohing dgn rumusan temuan tetua suku negri nkri itu misal mesi namun misi ku ini harus betol begitu loh,1
ema ng gampang bunuh orang kenapajuga udah iklas mati engga menetap ditempat rohingya,1
indonesia aman bukan di dapat secara gratis cuybrmelainkan butuh perjuanganbrnenek moyang kami bangsa indonesia bahu membahu mengusir penjajahbruntuk merebut kemerdekaanbrbrklu pengen mati lah kenapa repot² kemari,1
pemerintah harus tegasuntuk hal inimnding suruh pulang saja klo tidak klo ingin mati di indonesia suruh jebur laut,1
ya udah mati saja sana enak aja lu ini negara tumpah darah para pahlawan,1
dulukan pernah pak jokowi menolak tapi warga aceh menolak pendapat pak jokowi trs di bilang pak jokowi katanya pki lah segala macam pak jokowi di kata sekarang udah terbukti apa yg pak jokowi takuti sekarang warga pada minta tolong pemerintah untuk mengusir rohingnyakl di spa yg salah kalu uda terjadi seperti ini,0
mati aja ditengah laut😈😈,1
leluhur kita berperang lawan penjajah kelak anak cucu punya tanah air brbrskrg knp kita harus diam tanah air kita dijadikan tempat pengungsian ribuan warga asing brnasionalisme harus dibangkitkan jgn di biarkan ini terjadi indonesia harus tegas,0
tolak usir buruan,0
indonesia ga mau terima mayat rohingnyahidup sj g mau kok mnt mati di indonesia,0
yaudh matiin aja,1
kalo gk pake kekerasa memang nelunjak jangan di kasihani,1
kalo gk pake kekerasa memang nelunjak jangan di kasihani,1
kalo gk pake kekerasa memang nelunjak jangan di kasihani,1
usir saja demi ke damaiyan nkri etnis keras kpala ini,1
ngomong apa nih pengungsi,1
bikin gaduh bikin ga tenag tidk hnya d aceh d mn² nmbah masalah ajabusir aja sudah,1
usir saja,1
mereka sudah memilih jadi silahkan rakyat aceh mengabulkan pilihan mereka mati di sini,1
ada yg main d sana jua mereka bayar ke oknum tertentu supaya bisa berlayar,1
mati neng indonesia brngrepotne wong kndonesia,1
minimal kalian ini punya adab karena numpang jangan sampai kalian seperti di malaysia di kasih hati malah minta jantung,1
wiihhh org se kecamatan,1
kubur hidup hidup,1
enak aja mo mati disini lo mo mati di negaramu sana,1
tolak pengungsi rohingia ketanah air,0
ngapaaain jam masyarakat indonesia harus bunuh kalian kami hanya ingin kalian enyah dari indonesia kok perlu bawa saudara mu bani baalawi sekalian,0
itu cuma alasan jgn pernah diterima lama ngelunjak,1
kembali lah ke menyamar militer menyamar minta rohingya kembali kok dulu menyamar di usir itu dan di bantai itu atas perintah sansukie yang dulu jadi presiden menyamar yang sekarang sudah di tahan sama militer menyamar sekarang militer menyamar itu minta rohingya kembali dan sekarang menyamar sudah jadi aman karena menyamar sudah di pegang kukeasaan sama militer yang ber pihak sama rohingya untuk kembali melawan ber sama sama para pemberontak pemberontak sansukie yang dulu telah melakukan pembantaian rohingya,1
mending kasih racun saja,1
untuk semua manusia sehat bahagia sebarkanwajib jangan makan minum seumur hidupwajib rajin papanasan hujanhujanan seumur hidupwajib rawat isi alam dan jalan kaki seumur hidupwajib jangan hubungan badan seumur hidup,1
klo tida mau kembali kirim ke papua aja,1
baik klo ingin mati di indonisia nyeburlah ke dalam laut itu kan bebas perkara 😂😅😊,1
gampang bunuh diri massal di tengah lautan,1
contoh lemah indonesi jaga nkri ko bisa leluasa masuk pengungsi,1
jgn terkecoh alasan nya salah sendiri pergi dari negaranya coba di niamar berbuat baik ma pemerintah tdk mungkin di kasarin pemetintah dibsana,1
lumayan sih ginjalnya buat ganti kerugian penduduk situ😂,1
usir,1
jgn di biar kan menetap di indonesia nanti kita akan d jajah sama mereka,0
baiknya d pualngkan saja ke banglades namun pemerintah memberikan dana bantuan yg cukup d sana setiap tahun dr pada d indonesia mereka ilegal tdk bisaemiliki kewarganegaraan lebih baik d banglades bisa jd warga sana krn indonesia tdk memiliki perjanjian internasional tentang pengungsi,0
para anjeeng enkbanget makan smentara negara kita aja masih banyak rakyat kelaparan,1
tidak akan ada yang membunuh mu di indonesia tapi alangkah baiknya kembali ke negaramu bangkit melawan,1
minta belas kasihan pake bilang lebih baik mati di imdonesia lah gimana gimana yang ada kalian itu bikin masalah mssuk ke indonesia ilegal lagi pake bilang mending mati di indonesia ya mending kalian out csri negara lain yg mau nerima uda ilegal ga tau diri uda di kasih bantuan cuma² ga ngerhagaim bantuan biar juga nasi bungkus silahkan keluar dari indonesia cari negara yg mau nampung kalian mau mati kok di indonesia nyemplung aja ke laut terluar negara indonesia saya sebagai warga negara ri menolak keras pengungsi² tsb negara kita aja masih acak kadul mau sok² an nerima pengumgsi urusin dulu rakyakmya yang bener dalam segala hal deh,0
kata kalian sesama islam sodara ayo dimana kalian sekarangsaat sodara kalian menderitabrrohingya itu lebih menderita dari palestina,1
jangan mati disini bikin susah aja mayat lo nanti mati di tengah laut aja,1
lebih baik di bunuh di indonesia ngapa kaga bundir di tengah laut aja masih takut sama lapar aja ngomong² berani mati usir aja beban team mereka itu 👻💨,1
klo mau mereka pili mati biarkan sajamereka mati,1
ok bunuh aja toh mereka ga dilindungi uu manapun daripada bikin susah kita,1
wahai pemerintah yg suka makan duit rakyat ini tolong donk diurusin jgn dilimpahin kerakyat sekitar kasihan,1
orang indonesia pngen mati di mekkah orang rohingnya engen mati di indonesia trmasuk pula imigran yaman baalawi yang ktanya bikin makmur indonesia itupadhal mereka cuma cari penghidupan buat isi perut trus bergaya aja kokbrbrjadi silhkan di pikir,0
mati di laut aj knp harus mati di tanah indonesia tanah kami udh bnyk ketumpahan darah jngn di tambahin sm darah kalian juga 🗿🗿🗿,1
dibikin dogfood aja biar sisa hidupnya berguna untuk nutrisi,1
orang orang goblok kalok mau mati jangan mati disini berjuang sana kalok emang myanmar itu emang tanah air mu,1
kami warga aceh gk terima orang asing ngungsi di acehtuk apa di tampung orang asing,0
di tiktok lagi viral anis dukung rohingyabrwah mau jadi apa indonesia😂😂😂😂brkacaukacaubriba kasihan bolehbrtapi jangan nantinya mengorbankan hak hak warga lokal👍👍👍👍👍,1
bunu kasih racun,1
sama saja ini nama nya dengan penjajahanjika wilayah kita di jajah ayo apa yg harus di lakukansuka tidak suka rohingnya harus angkat kaki dari bumi indonesiankri harga mati,1
parasit negarane ae gak gelem nrimo kok lpo indonesia kelewat lemah,1
oi itu saudara kalian yg kalian bela dulu😂😂😂😂brsaudara muslim yg tertindastampung dong,1
jgn biar kn negara cinta kita indonesia di jaja secara halus harus di tegas kn,1
coba ngungsinya ke papua bisa abis ama orang papua,1
kemana angkatan laut indo kok banyak pendatang gelap dari laut kok nggak terdeksi padahal alusista nya canggih canggih kok kalah dengan orang rohingya,1
ini yg ada di kolom komentar smua manusia munafik dan sdm rendah dulu pada kepo belain rohingya karena sama islam sekarang malah nolak rohingya wkwkwk bener manusia munafik tolol sdm rendah😂😂😂,1
mending suaka ke australia aj deh,1
perbatasan myanmar bangladesh,1
warga setempat harus bergerak tegas,1
tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak tolak rohingya,0
coba di ingat lg sejarah israel dan palestina brbrjgn sampai kita jdi seperti palestina,1
ayo ikut cari makan gratis lauknya pakek ayam makanya enak enak gratis lagi 👍👍👍👍👍,1
usir aja itu rohingya ngapain ngungsi di indonesia masyarakat indonesia aja masih ada yang kekurangan malah rohingya yang dibantuhadehhhhhh 🤦kasian masyarakat aceh dia risih dengan adanya rohingya😬👊👊👊👊👊👊,0
ayo dong seluruh rakyat jaga wilayah wilayah indonesia dari sabang sampai merauke harus kompak usir rohingyabrtolak rohingya datang ke indonesiabrusir bedebah rohingya inibrkita harus melawan rohingya karena dia penjajah berkedok agamaayo suarakan wahai saudaraku setanah air indonesia untuk mengusir rohingya,0
kirim ke kutup selatan aja bos,1
mereka dtg ke indonesia untuk pergi kemalaysia lewat jalur belakangsaya pernh kemalaysia jalur belakang dan bot kami ada banyak org rohingyakalo tidak percaya tanya pengungsi skrgmereka sdh menyiapkan bekal dr kampungnya berupa uang spya sampai kemalasyaitu ada jg org aceh yg bermain dlm bisnis ini utk menyeludupkan org rohingyadpt kabar perkepala jt uang indonesiadan dimalaysia sdh ada keluarga mereka yg sdh kontak dgn mereka masingini pure bisnis,1
lhaa kog smpe bergelombangquot ki briku terdampar apa piknik,1
mereka makanya x lipat dr kitaaamau diahak miskin bareng,1
indonesia di jajah tahun dengan perjuangan nyawa dan darah untuk mencapai kemerdekaan rohingnya kok mau enaknya menikmati kemerdekaan indonesia dengan kenyamanan makan tidur gratis,0
indonesia darurat,0
usir mereka dari indonesiabenalu,1
lebih baik balikin aja lah nnti lama makin banyk negara ini dtg terus menerus,1
lagi lagi inggris jadi biang keroknya,1
penjajaah barbar bukan soal agama tp barbar,1
ajarin tanam ganja dong kan di aceh surganya ganja,1
indonesia harus lebih tegas lagi dong,0
kirim ke bangladesh,1
kalau saudara seiman seharusnya tolong menolong😅😅😅😅😅😅😅😅,1
semenjak awal mereka datang diaceh aku benci mereka karena history mereka imigran pendukung penjajah inggris brmereka didoktrin inggris untuk menguasai daerah yang ditinggalinya demi kelanjaran inggris menjajahbrdulu akun ytfb hancur karena banyak direport oleh pro rohingya karena seiman 🫠 sekarang mereka kembali dan sulit diusir krena kekuatan politik inggris menggunakan unhcr demi kemanusiaanbrperkuat militer dan tiru myanmar usir merekapertahankan wilayah kita yang diwariskan pahlawanbrlihatlah debat masyrakat tidak dihiraukan unhcr karena tujuannya mereka harus menetap diindonesia dan kelak mereka beranak pinak lalu melawan orang pribumibrgunakan militer seperti myanmar untuk usir mereka,1
penjajah berkedok pengungsi usir bisa jadi benalu di nkri klo kelamaan,1
orgquotini banyak di malaysia yg kedok nya beragama islam pakai bajuquot muslim muslimah tapi saat mereka menyamar cari amal karena wajah mereka mirip india mamak tapi saat di tanyak sama penduduk malaysia syahadat tidak tau dan di tanyak sholat duhur berapa rakaat aja tidak taujadi jgn tertipu dgn pakaian tidak semua mereka itu murni islam,1
klu mereka d tampung d kasih mkn minum tambahlah mereka betah d a hrefhttpacehtdkacehtdka kerja mkn mnm beranakoh thn enuh aceh dgn rohingya,1
klu pemerintah tdk bergerak rakyat acehlah yg hrs keras atas rohingyajgn biarkan mereka tinggal d aceh,0
kok bisa masuk bagaimana pertahanan keamanan negara,1
mending dibawa ke sentineldisitu warganya belum terdata dan pemerintahnya gak berani macamjadi bisa mendapat kewarganegaraan sewaktu waktu,1
mereka ga bisa syahadat mereka gatau brap rokaat solat magrib jadi bnyak yg bukan islam juga bukan rohingya hanya ngaku islam padahal bukan ngakurohingya pdhal bukan,1
masa diusir laginanti di laknat kayak indonesia melaknat myanmar tahun yg lalu😂,1
mana ini yang dulu demo 😂,1
kok kayaknya orang rohingnya ini ke aceh spt pulang kampung merasa tanah aceh tanahnya,1
😂😂segera pulangkanjangan sampai tinggal hari minta pulausebulan tinggal minta dibuatkan kampung nyasetahun tinggal habislah 😂,1
usir usir,1
inggris merusak semua negara😢,1
suruh mereka kerja di kelapa sawit biar bisa dapat uang enak sekali pribumi banting tulang biar bisa sambung hidup mereka makan tidur,1
enak banget tinggal geratis di kasih makan geratis pak presiden kami tidak bisa makan kalau tidak upahan pak sementara mereka bisa mkn geratis sepuasnya,1
alasanya aceh sok kerasberlagak sok terima saudara seiman brtau gak fakta nya banyak saudara seimantdk seiman kita di indonesia masih banyak yg membutuhkan bantuan dan tdk bs makan tdk pnya tempat tinggalbraceh sok an nampung wkwkwkwbrsebelum membantu orang asing bantulah saudara terdekat kita dlu klo saurara dekat sj blm bs membantusok bantu orang asingit namanya cari mukabrdan lagi kelakuan rohingya it klo di tolong tdk tau trima kasihdan lagi mereka meminta hak tanah blokkkk mereka itu di usir dmn karena kelakuannya kayak tai tau ga blok,1
tni al nya pada tidur 😂😂😂😂,1
uda tau hidupnya ga jelas tapi masi aja buat anak brheran gue ama manusia modelan kek gtubrtolak rohingnya,1
tukang produksi anak😂,1
narator banyak belajar sejarah rohingya,1
indonesia adalah negara yang kaya sehingga para pengungsi rohingya sangat senang menjadi warga negara indonesia para pengungsi rohingya adalah saudara jauh yang telah lama berpisah,0
gak ada tentara yang jagain,1
gak ada gunanya gak ada untungnya buat tanah air jadi lebih baik diusir saja,1
ini tanah air kami perjuangan nenek moyang kami melawan penjajah tumpah darah nenek moyang kami tak rela kami engkau seenaknya mau masuk tanah air kami saya yakin cut nyak dien akan menagis melihat ini 😢,1
jangan di izin kan brnanti lah anak cucu kita di jajah,1
adab mereka pasti tidak bisa diterima dgn warga aceh,0
kalau media bilang alasanya agama benar sesat di myanmar masih ada etnis lain yang beragama islam hidup dengan damai,1
usir dari indo jangan dibiarkan,1
besok indonesia yang dijaja lagi,0
kembalikan saja ke negara asalnya bikin masalah baru nantinyamereka orang bermasalah,1
karena suka reseh,1
urusannya myanmar,1
karea ada aksi bela rohingya 😂,1
juta pengangguran di negeri ini banyak yang tidak makan dan ada yang makan cuma sekali tetapi rohingnya dikasih makan enak bahkan ada yg dapat uang jt bulan sungguh miris negeri ini🥲,1
orang orang meresahkan lee myanmar,1
naaah niii br mantap rakyat indonesia aj msh bnyk yg kelaparan dan gx py tempat tinggal kok wna mau di trima spalagi ilegal dan jumblahnya sngt bnyk,1
hidup nomor tendang rohingya dari indonesia balikin ke myanmar buktikan janjimu🎉🎉🎉,0
enak amat rohingya gak laki gak perempuan pengangguran semua serba gratis tempat tinggal makan dan uang saku yg perempuan kerjaanya beranak sebanyak banyaknya sedang warga indonesia harus bekerja keras kami gak kerja gak makan tau gak perempuan kami indonesia sebagian besarnya ada yg jadi tulang punggung harus bekerja keras ada yg rumahnya ngontrak ada yg tinggal dijalanan di ruko,0
migrasi bukan pengungsi,1
balikin kenegaranya mas gibran imigran gelap itu,1
eeeh si asam sulfat sok bicara,1
nah begitu dong boskubaru 👍👍jempolbrkeamanan kenyaman kesejahteraan rakyat sendiri itu jauh lebih penting dari pd ngurusin manusia gelap gk jelasbr brjangan kaya si itu tuh si ono nohlagaknya mau nampung tampung aja di rmhnya sendiriemang nya nampung kaya naro barang di gudang😁,1
pemerintah jadi lembek saat berhadapan dg unhcr,1
indonesia untuk rakyat indonesia keturunannya,0
betul dan setuju apa yang di sampaikan mas gibran yang harus di utamakan adalah kesejahteraan rakyat indonesia karena sesuai amanat dalam uud tidak ada mengamanatkan harus menampung orang rohingya dan mereka bukanlah pengungsi tapi ingin pindah dan mereka orang mampu dengan bukti bisa bayar buat sampai ke aceh dan punya hp bagusbagus usir paksa mereka jangan patuh tunduk dan takut sama unhcr karena negara indonesia bukanlah milik unhcr dan semua propinsi yang ada di wilayah indonesia tolak tegas orang rohingya,0
betul itu yang harus dilakukan rakyat indonesia harus dilakukan agar kesejahteraan masyarakat kita terutama 👍,0
rohingya misi minta hak tanah 😂,1
nah ini baru betul rakyat sndri aja masih bnyak miskin buat makan aja susah brsejahtrain dlu rakyat sndri baru bantu org lain sahquot aja brrakyat sndri aja msh bnyak anak di bawah umur putus sekolah makin lama jaman makin moderen,1
usir ke myanmar,1
sy siap mendukung mu,1
mantap ko anak l indonesia,0
apasalahnya mencoba yg muda,1
indonesia sudah pindah ibu kota banyak tempat yg banjir harus diatasiorang indonesia sendiri butuh tempadsedang kakek nenek dulu berjuang bertahun lamanya untuk kita harus jagamereka harus kembali ke negara asal baik baik indonesia buat rakyad indonesia buat kita semua,0
pilih prabowo yg perduli dengan rakyat nya sendiri ketimbang rohingya imigran gelap brkata pak menhan anak cucu kita aja masih banyak yg kurang gizi ga perluh ngurusin imgran gelap yang ga jelas,1
minta unhbr bertangungg jawab ganti rugi atas kerugian yg kita terima kalok perlu di gugat ke mahkamah internasional agar mereka berhenti melakukan itu kepada kita brbrbila ada negara yg protes kirim rhnya ke negara mereka,1
berapa puluh juta warga negara indonesia bertahan hidup di tanah tercinta berapa puluh juta warga nkri juga masih banyak yang belum mempunyai rumah sendiribrini malah datang tiba tiba dapat tempat tinggal usirrr rohingiyah usirrr dari nkri kasian masa depan rakyat indonesia,0
kalau tidak menolak rohingnya berarti masih setuju rohingnya ada di indonesia kalau begitu saya tidak akan memilih calon presiden yang mendukung rohingya 😂😂😂,0
semoga nanti tahun depan keamanan laut di indonesia ini semoga semakin ketattidak menerima lagi yang namanya pengungsi dari negara lain😢,0
rohinga kok ngk mikir ya brudah luntang lantung mlah skli melahirin anak melebihi ayam,1
mantap 👍 kalau cuma seratus atau ratus orang nggak masalah ini ribuan di kira muslim beneran semua eh tautaunya topeng doang dari awal perjumpaan saja kita sudah mereka bohongi lantas masihkah kalian semua sebenarnya mengijinkan mengungsi di negri ini masuk secara elegal mereka bukan terdampar namun memang ada bertujuan sadari lah sebelum terlambat,1
mereka sengaja dtg untuk merusak dan menghambat ekonomi indonesia,1
inibukanpengusilurbrinipolitikpjkwuntukbrmenutuppikejelekannyapjkwbisaikutmilihbrgibran,1
setuju sejahterakan dl wargabrmereka ilegalbrbalikin aja ke bangladesh,1
👍👍👍,1
itu betul saya dukung,1
itu bagus cita citanya rakyat sejahtera tapi kampanye aja itu da jadi lupa,1
se mas gibran,1
cawapresnya rohingya💩💩,1
jangan kasih tempat dan jngan di kasih enak entar betah di indonesia orang indonesia masih banyak yg susah cari buat makan,0
tribunnews tolong stop sebutan pengungsi bagi imigran gelap,1
saya setuju,1
ini adalah salah anis baswedan dia sudah gila dulu bilang mau menampung rohingya sebanyaknya kenapa sekarang diam pantas kah nyalon presiden anis baswedan memang presiden simpanse 🤭,1
bedakan yang namanya imigran illegal dengan pengungsibrbrbrmereka adalah ancaman kedaulatan negarabrharusnya kapal asing masuk perbatasan laut tanpa izin bisa dirudal,1
amiinn,1
trimaksih mas gibran utk lngkah mngatasi rohingya sangat tegas 😊,1
gibran utamakan masyarakat aceh yg kelak membantu andadi pemilu,1
nah kalau ini saya setuju gak kayak anis yang malah menerima imigrasi gelap calonquot penjajah jalur kasian 👍👍👍,1
mantap ini baru borutoo uzumaki,1
betul fokus ke warga sndiri pulngkn rohingya,1
pemerintah kurang tegas masalah kaya gini merugikan wni banget cuih,1
semoga bp jokowi bisa segera mengusirr org ilegal dr tanah indonesia seblm selasai jabatanya sy yakin dan percaya bp jokowi bisa yg dulu x d demo komis tdk proislam dan tdk k manusian skrg bp jokowi juga yg harus selesai k mn org x yg demo ko jd pengundang bantuin warga aceh sy sedih waktu bp jokowi menolak d hujat komis skrg bp jokowi juga yg d desek sehat sll semoga bp d lindungi dr segala coba an,1
untuk di ingat brdi kitab ulangan ada bangsa yg fd tetapkan tuhan semesta alam tuhannya nabi ibrahim tuhannya nabi ishaq tuhannya nabi yakub tuhannya nabi musa brbangsa itu di tetapkan untuk di musnahkan di hapuskan daru kolom langit dan tidak di ingat lagi karena pada saat bani israel keluar dari mesir mereka menhadang di petbatasannya dan tidak membiarkan bani israel melintas dan mereka menhajar barisan belakang bani israel yg lemah,1
sudah yidak membantu dalam urusan agamajika ada ummat islam yg membutuhkan bantuan dalam hal urusan agama brorang yg mau di bantai datang meminta oerlindungan di usir pula ini apa brhoeerr bangsa kufur nikmat yg berada di baldatun toyyib apa kau nau di hanvurkan sehancir hancurnyabrkarena kekufuran nikmstmu,1
apa di nrgri sudah tidak ada yg membaca kitab suci al quranbrsurah attaubahbrtentang orangorang yg meminta perlindunganbragar di beri oerlindungan di bawa ke tampat yg aman supaya bisa mendengar auatsyat allah karena sesungguhnya mereka irang yg tak mengetahui brwakil presidennya mantan kiyai jadi wakil presidenbrbekas ketua mui lagi,1
bukan ratusan saya tegaskan ribuaan sudah sampai,1
nanti ujungquotnya penjajah diindonesia,0
udah bener memank mereka ilegal gak perlu di di bela,1
siapa sih yg memilih anak baru bau kencur sih,1
cukup karena ini saya bakal coblos sangat menjengkelkan rasanya terinjakinjak sama itu unhcr sialan,1
saya mau memilih capres n wapres ri yg bisa menolak rohing ilegal mengembalikan ke bangladesh imigran gelap memikirkan mengedepan kan nasib n kesejahteraan rakyatnya,0
saya pilih mas gibran dan pak prabowo yang tegas mengusir ronghinia,1
pulangkan rohingya yg kabur dari bangladesh kalo memang ada penindasan di bangladesh ya tindak kasus kriminal disana diusut sampai tuntas bukannya malah nambah beban di nkri,1
jika bisa bisa milihlbh baik harta nkri habis buat bantu sesama manusiadaripada habis dijarah rezim jokowi cs,1
omdo pasti macam bapake,1
jika presiden tidak bisa kembali rohingya y keasal nya mending presiden ri mundur aja,1
di kasih asam sulfat 😅,1
bpkmu yg bisa mengatasi dgn masuknya rohinga penjajah bisa masuk atau tdk lihat pemerintah luar negeri yg bisa menolak negaranya tdk di masuki penjajah gibran anak emas pergi ke aceh usir rohinga penjajahampunhcr kalau gibran benar bela rakyat rijgn ngomong dari jauh maju anak emas pantang mundur usir rohinga penjajah amp unhcrbiar seluruh rakyat ri tdk tercekik penjajahan terutama rohinga penjajah ekonomiri masih banyak orang miskin jd tkw tkl babu ke luar negeri membantu keluarga yg kekurangan energy ekonomi,0
bpkmu yg bisa mengatasi dgn masuknya rohinga penjajah bisa masuk atau tdk lihat pemerintah luar negeri yg bisa menolak negaranya tdk di masuki penjajah gibran anak emas pergi ke aceh usir rohinga penjajahampunhcr kalau gibran benar bela rakyat rijgn ngomong dari jauh maju anak emas pantang mundur usir rohinga penjajah amp unhcrbiar seluruh rakyat ri tdk tercekik penjajahan terutama rohinga penjajah ekonomiri masih banyak orang miskin jd tkw tkl babu ke luar negeri membantu keluarga yg kekurangan energy ekonomi,0
