text,tokenized,tokenized_str,cluster
ayo dong seluruh rakyat jaga wilayah wilayah indonesia dari sabang sampai merauke harus kompak usir rohingyatolak rohingya datang ke indonesiausir bedebah rohingya inikita harus melawan rohingya karena dia penjajah berkedok agamaayo suarakan wahai saudaraku setanah air indonesia untuk mengusir rohingya,"['ayo', 'rakyat', 'jaga', 'wilayah', 'wilayah', 'sabang', 'merauke', 'kompak', 'usir', 'rohingyatolak', 'rohingya', 'indonesiausir', 'bedebah', 'rohingya', 'inikita', 'melawan', 'rohingya', 'penjajah', 'berkedok', 'agamaayo', 'suarakan', 'saudaraku', 'setanah', 'air', 'mengusir', 'rohingya']",ayo rakyat jaga wilayah wilayah sabang merauke kompak usir rohingyatolak rohingya indonesiausir bedebah rohingya inikita melawan rohingya penjajah berkedok agamaayo suarakan saudaraku setanah air mengusir rohingya,1
kirim ke kutup selatan aja bos,"['kirim', 'kutup', 'selatan', 'bos']",kirim kutup selatan bos,1
mereka dtg ke indonesia untuk pergi kemalaysia lewat jalur belakangsaya pernh kemalaysia jalur belakang dan bot kami ada banyak org rohingyakalo tidak percaya tanya pengungsi skrgmereka sdh menyiapkan bekal dr kampungnya berupa uang spya sampai kemalasyaitu ada jg org aceh yg bermain dlm bisnis ini utk menyeludupkan org rohingyadpt kabar perkepala jt uang indonesiadan dimalaysia sdh ada keluarga mereka yg sdh kontak dgn mereka masingini pure bisnis,"['dtg', 'pergi', 'kemalaysia', 'jalur', 'belakangsaya', 'pernh', 'kemalaysia', 'jalur', 'bot', 'rohingyakalo', 'percaya', 'pengungsi', 'skrgmereka', 'bekal', 'kampungnya', 'uang', 'spya', 'kemalasyaitu', 'aceh', 'bermain', 'dlm', 'bisnis', 'menyeludupkan', 'rohingyadpt', 'kabar', 'perkepala', 'jt', 'uang', 'indonesiadan', 'dimalaysia', 'keluarga', 'kontak', 'masingini', 'pure', 'bisnis']",dtg pergi kemalaysia jalur belakangsaya pernh kemalaysia jalur bot rohingyakalo percaya pengungsi skrgmereka bekal kampungnya uang spya kemalasyaitu aceh bermain dlm bisnis menyeludupkan rohingyadpt kabar perkepala jt uang indonesiadan dimalaysia keluarga kontak masingini pure bisnis,0
lhaa kog smpe bergelombang ki iku terdampar apa piknik,"['lhaa', 'kog', 'smpe', 'bergelombang', 'ki', 'iku', 'terdampar', 'piknik']",lhaa kog smpe bergelombang ki iku terdampar piknik,1
mereka makanya x lipat dr kitaaamau diahak miskin bareng,"['x', 'lipat', 'kitaaamau', 'diahak', 'miskin', 'bareng']",x lipat kitaaamau diahak miskin bareng,3
indonesia di jajah tahun dengan perjuangan nyawa dan darah untuk mencapai kemerdekaan rohingnya kok mau enaknya menikmati kemerdekaan indonesia dengan kenyamanan makan tidur gratis,"['jajah', 'perjuangan', 'nyawa', 'darah', 'mencapai', 'kemerdekaan', 'enaknya', 'menikmati', 'kemerdekaan', 'kenyamanan', 'makan', 'tidur', 'gratis']",jajah perjuangan nyawa darah mencapai kemerdekaan enaknya menikmati kemerdekaan kenyamanan makan tidur gratis,2
indonesia darurat,['darurat'],darurat,1
usir mereka dari indonesiabenalu,"['usir', 'indonesiabenalu']",usir indonesiabenalu,1
lebih baik balikin aja lah nnti lama makin banyk negara ini dtg terus menerus,"['balikin', 'nnti', 'banyk', 'negara', 'dtg', 'menerus']",balikin nnti banyk negara dtg menerus,1
lagi lagi inggris jadi biang keroknya,"['inggris', 'biang', 'keroknya']",inggris biang keroknya,1
penjajaah barbar bukan soal agama tp barbar,"['penjajaah', 'barbar', 'agama', 'barbar']",penjajaah barbar agama barbar,1
ajarin tanam ganja dong kan di aceh surganya ganja,"['ajarin', 'tanam', 'ganja', 'aceh', 'surganya', 'ganja']",ajarin tanam ganja aceh surganya ganja,1
indonesia harus lebih tegas lagi dong,[],,0
kirim ke bangladesh,"['kirim', 'bangladesh']",kirim bangladesh,3
kalau saudara seiman seharusnya tolong menolong,"['saudara', 'seiman', 'tolong', 'menolong']",saudara seiman tolong menolong,1
semenjak awal mereka datang diaceh aku benci mereka karena history mereka imigran pendukung penjajah inggris mereka didoktrin inggris untuk menguasai daerah yang ditinggalinya demi kelanjaran inggris menjajahdulu akun ytfb hancur karena banyak direport oleh pro rohingya karena seiman sekarang mereka kembali dan sulit diusir krena kekuatan politik inggris menggunakan unhcr demi kemanusiaanperkuat militer dan tiru myanmar usir merekapertahankan wilayah kita yang diwariskan pahlawanlihatlah debat masyrakat tidak dihiraukan unhcr karena tujuannya mereka harus menetap diindonesia dan kelak mereka beranak pinak lalu melawan orang pribumigunakan militer seperti myanmar untuk usir mereka,"['semenjak', 'diaceh', 'benci', 'history', 'imigran', 'pendukung', 'penjajah', 'inggris', 'didoktrin', 'inggris', 'menguasai', 'daerah', 'ditinggalinya', 'kelanjaran', 'inggris', 'menjajahdulu', 'akun', 'ytfb', 'hancur', 'direport', 'pro', 'rohingya', 'seiman', 'sulit', 'diusir', 'krena', 'kekuatan', 'politik', 'inggris', 'unhcr', 'kemanusiaanperkuat', 'militer', 'tiru', 'myanmar', 'usir', 'merekapertahankan', 'wilayah', 'diwariskan', 'pahlawanlihatlah', 'debat', 'masyrakat', 'dihiraukan', 'unhcr', 'tujuannya', 'menetap', 'diindonesia', 'kelak', 'beranak', 'pinak', 'melawan', 'pribumigunakan', 'militer', 'myanmar', 'usir']",semenjak diaceh benci history imigran pendukung penjajah inggris didoktrin inggris menguasai daerah ditinggalinya kelanjaran inggris menjajahdulu akun ytfb hancur direport pro rohingya seiman sulit diusir krena kekuatan politik inggris unhcr kemanusiaanperkuat militer tiru myanmar usir merekapertahankan wilayah diwariskan pahlawanlihatlah debat masyrakat dihiraukan unhcr tujuannya menetap diindonesia kelak beranak pinak melawan pribumigunakan militer myanmar usir,4
penjajah berkedok pengungsi usir bisa jadi benalu di nkri klo kelamaan,"['penjajah', 'berkedok', 'pengungsi', 'usir', 'benalu', 'nkri']",penjajah berkedok pengungsi usir benalu nkri,4
orgini banyak di malaysia yg kedok nya beragama islam pakai baju muslim muslimah tapi saat mereka menyamar cari amal karena wajah mereka mirip india mamak tapi saat di tanyak sama penduduk malaysia syahadat tidak tau dan di tanyak sholat duhur berapa rakaat aja tidak taujadi jgn tertipu dgn pakaian tidak semua mereka itu murni islam,"['orgini', 'malaysia', 'kedok', 'beragama', 'islam', 'pakai', 'baju', 'muslim', 'muslimah', 'menyamar', 'cari', 'amal', 'wajah', 'india', 'mamak', 'tanyak', 'penduduk', 'malaysia', 'syahadat', 'tau', 'tanyak', 'sholat', 'duhur', 'rakaat', 'taujadi', 'tertipu', 'pakaian', 'murni', 'islam']",orgini malaysia kedok beragama islam pakai baju muslim muslimah menyamar cari amal wajah india mamak tanyak penduduk malaysia syahadat tau tanyak sholat duhur rakaat taujadi tertipu pakaian murni islam,2
klu mereka d tampung d kasih mkn minum tambahlah mereka betah d acehtdk kerja mkn mnm beranakoh thn enuh aceh dgn rohingya,"['klu', 'tampung', 'kasih', 'mkn', 'minum', 'tambahlah', 'betah', 'acehtdk', 'kerja', 'mkn', 'mnm', 'beranakoh', 'thn', 'enuh', 'aceh', 'rohingya']",klu tampung kasih mkn minum tambahlah betah acehtdk kerja mkn mnm beranakoh thn enuh aceh rohingya,1
klu pemerintah tdk bergerak rakyat acehlah yg hrs keras atas rohingyajgn biarkan mereka tinggal d aceh,"['klu', 'pemerintah', 'bergerak', 'rakyat', 'acehlah', 'hrs', 'keras', 'rohingyajgn', 'biarkan', 'tinggal', 'aceh']",klu pemerintah bergerak rakyat acehlah hrs keras rohingyajgn biarkan tinggal aceh,1
kok bisa masuk bagaimana pertahanan keamanan negara,"['masuk', 'pertahanan', 'keamanan', 'negara']",masuk pertahanan keamanan negara,1
mending dibawa ke sentineldisitu warganya belum terdata dan pemerintahnya gak berani macamjadi bisa mendapat kewarganegaraan sewaktu waktu,"['mending', 'dibawa', 'sentineldisitu', 'warganya', 'terdata', 'pemerintahnya', 'berani', 'macamjadi', 'kewarganegaraan']",mending dibawa sentineldisitu warganya terdata pemerintahnya berani macamjadi kewarganegaraan,1
mereka ga bisa syahadat mereka gatau brap rokaat solat magrib jadi bnyak yg bukan islam juga bukan rohingya hanya ngaku islam padahal bukan ngakurohingya pdhal bukan,"['syahadat', 'gatau', 'brap', 'rokaat', 'solat', 'magrib', 'bnyak', 'islam', 'rohingya', 'ngaku', 'islam', 'ngakurohingya', 'pdhal']",syahadat gatau brap rokaat solat magrib bnyak islam rohingya ngaku islam ngakurohingya pdhal,4
masa diusir laginanti di laknat kayak indonesia melaknat myanmar tahun yg lalu,"['diusir', 'laginanti', 'laknat', 'kayak', 'melaknat', 'myanmar']",diusir laginanti laknat kayak melaknat myanmar,0
mana ini yang dulu demo,['demo'],demo,3
kok kayaknya orang rohingnya ini ke aceh spt pulang kampung merasa tanah aceh tanahnya,"['kayaknya', 'aceh', 'spt', 'pulang', 'kampung', 'tanah', 'aceh', 'tanahnya']",kayaknya aceh spt pulang kampung tanah aceh tanahnya,2
segera pulangkanjangan sampai tinggal hari minta pulausebulan tinggal minta dibuatkan kampung nyasetahun tinggal habislah,"['pulangkanjangan', 'tinggal', 'pulausebulan', 'tinggal', 'dibuatkan', 'kampung', 'nyasetahun', 'tinggal', 'habislah']",pulangkanjangan tinggal pulausebulan tinggal dibuatkan kampung nyasetahun tinggal habislah,0
usir usir,"['usir', 'usir']",usir usir,0
inggris merusak semua negara,"['inggris', 'merusak', 'negara']",inggris merusak negara,1
suruh mereka kerja di kelapa sawit biar bisa dapat uang enak sekali pribumi banting tulang biar bisa sambung hidup mereka makan tidur,"['suruh', 'kerja', 'kelapa', 'sawit', 'biar', 'uang', 'enak', 'pribumi', 'banting', 'tulang', 'biar', 'sambung', 'hidup', 'makan', 'tidur']",suruh kerja kelapa sawit biar uang enak pribumi banting tulang biar sambung hidup makan tidur,5
enak banget tinggal geratis di kasih makan geratis pak presiden kami tidak bisa makan kalau tidak upahan pak sementara mereka bisa mkn geratis sepuasnya,"['enak', 'banget', 'tinggal', 'geratis', 'kasih', 'makan', 'geratis', 'presiden', 'makan', 'upahan', 'mkn', 'geratis', 'sepuasnya']",enak banget tinggal geratis kasih makan geratis presiden makan upahan mkn geratis sepuasnya,1
alasanya aceh sok kerasberlagak sok terima saudara seiman tau gak fakta nya banyak saudara seimantdk seiman kita di indonesia masih banyak yg membutuhkan bantuan dan tdk bs makan tdk pnya tempat tinggalaceh sok an nampung wkwkwkwsebelum membantu orang asing bantulah saudara terdekat kita dlu klo saurara dekat sj blm bs membantusok bantu orang asingit namanya cari mukadan lagi kelakuan rohingya it klo di tolong tdk tau trima kasihdan lagi mereka meminta hak tanah blokkkk mereka itu di usir dmn karena kelakuannya kayak tai tau ga blok,"['alasanya', 'aceh', 'sok', 'kerasberlagak', 'sok', 'terima', 'saudara', 'seiman', 'tau', 'fakta', 'saudara', 'seimantdk', 'seiman', 'membutuhkan', 'bantuan', 'bs', 'makan', 'pnya', 'tinggalaceh', 'sok', 'nampung', 'wkwkwkwsebelum', 'membantu', 'asing', 'bantulah', 'saudara', 'terdekat', 'dlu', 'saurara', 'sj', 'blm', 'bs', 'membantusok', 'bantu', 'asingit', 'namanya', 'cari', 'mukadan', 'kelakuan', 'rohingya', 'tolong', 'tau', 'trima', 'kasihdan', 'hak', 'tanah', 'blokkkk', 'usir', 'dmn', 'kelakuannya', 'kayak', 'tai', 'tau', 'blok']",alasanya aceh sok kerasberlagak sok terima saudara seiman tau fakta saudara seimantdk seiman membutuhkan bantuan bs makan pnya tinggalaceh sok nampung wkwkwkwsebelum membantu asing bantulah saudara terdekat dlu saurara sj blm bs membantusok bantu asingit namanya cari mukadan kelakuan rohingya tolong tau trima kasihdan hak tanah blokkkk usir dmn kelakuannya kayak tai tau blok,1
tni al nya pada tidur,"['tni', 'al', 'tidur']",tni al tidur,4
uda tau hidupnya ga jelas tapi masi aja buat anak heran gue ama manusia modelan kek gtutolak rohingnya,"['uda', 'tau', 'hidupnya', 'masi', 'anak', 'heran', 'gue', 'ama', 'manusia', 'modelan', 'kek', 'gtutolak']",uda tau hidupnya masi anak heran gue ama manusia modelan kek gtutolak,2
tukang produksi anak,"['tukang', 'produksi', 'anak']",tukang produksi anak,1
narator banyak belajar sejarah rohingya,"['narator', 'belajar', 'sejarah', 'rohingya']",narator belajar sejarah rohingya,1
indonesia adalah negara yang kaya sehingga para pengungsi rohingya sangat senang menjadi warga negara indonesia para pengungsi rohingya adalah saudara jauh yang telah lama berpisah,"['negara', 'kaya', 'pengungsi', 'rohingya', 'senang', 'warga', 'negara', 'pengungsi', 'rohingya', 'saudara', 'berpisah']",negara kaya pengungsi rohingya senang warga negara pengungsi rohingya saudara berpisah,1
gak ada tentara yang jagain,"['tentara', 'jagain']",tentara jagain,1
gak ada gunanya gak ada untungnya buat tanah air jadi lebih baik diusir saja,"['gunanya', 'untungnya', 'tanah', 'air', 'diusir']",gunanya untungnya tanah air diusir,4
ini tanah air kami perjuangan nenek moyang kami melawan penjajah tumpah darah nenek moyang kami tak rela kami engkau seenaknya mau masuk tanah air kami saya yakin cut nyak dien akan menagis melihat ini,"['tanah', 'air', 'perjuangan', 'nenek', 'moyang', 'melawan', 'penjajah', 'tumpah', 'darah', 'nenek', 'moyang', 'rela', 'engkau', 'masuk', 'tanah', 'air', 'cut', 'nyak', 'dien', 'menagis']",tanah air perjuangan nenek moyang melawan penjajah tumpah darah nenek moyang rela engkau masuk tanah air cut nyak dien menagis,1
jangan di izin kan nanti lah anak cucu kita di jajah,"['izin', 'anak', 'cucu', 'jajah']",izin anak cucu jajah,3
adab mereka pasti tidak bisa diterima dgn warga aceh,"['adab', 'diterima', 'warga', 'aceh']",adab diterima warga aceh,1
kalau media bilang alasanya agama benar sesat di myanmar masih ada etnis lain yang beragama islam hidup dengan damai,"['media', 'bilang', 'alasanya', 'agama', 'sesat', 'myanmar', 'etnis', 'beragama', 'islam', 'hidup', 'damai']",media bilang alasanya agama sesat myanmar etnis beragama islam hidup damai,2
usir dari indo jangan dibiarkan,"['usir', 'indo', 'dibiarkan']",usir indo dibiarkan,1
besok indonesia yang dijaja lagi,"['besok', 'dijaja']",besok dijaja,1
kembalikan saja ke negara asalnya bikin masalah baru nantinyamereka orang bermasalah,"['kembalikan', 'negara', 'asalnya', 'bikin', 'nantinyamereka', 'bermasalah']",kembalikan negara asalnya bikin nantinyamereka bermasalah,4
karena suka reseh,"['suka', 'reseh']",suka reseh,0
urusannya myanmar,"['urusannya', 'myanmar']",urusannya myanmar,1
karea ada aksi bela rohingya,"['karea', 'aksi', 'bela', 'rohingya']",karea aksi bela rohingya,1
juta pengangguran di negeri ini banyak yang tidak makan dan ada yang makan cuma sekali tetapi rohingnya dikasih makan enak bahkan ada yg dapat uang jt bulan sungguh miris negeri ini,"['juta', 'pengangguran', 'negeri', 'makan', 'makan', 'dikasih', 'makan', 'enak', 'uang', 'jt', 'sungguh', 'miris', 'negeri']",juta pengangguran negeri makan makan dikasih makan enak uang jt sungguh miris negeri,4
orang orang meresahkan lee myanmar,"['meresahkan', 'lee', 'myanmar']",meresahkan lee myanmar,0
naaah niii br mantap rakyat indonesia aj msh bnyk yg kelaparan dan gx py tempat tinggal kok wna mau di trima spalagi ilegal dan jumblahnya sngt bnyk,"['naaah', 'niii', 'br', 'mantap', 'rakyat', 'aj', 'msh', 'bnyk', 'kelaparan', 'gx', 'py', 'tinggal', 'wna', 'trima', 'spalagi', 'ilegal', 'jumblahnya', 'sngt', 'bnyk']",naaah niii br mantap rakyat aj msh bnyk kelaparan gx py tinggal wna trima spalagi ilegal jumblahnya sngt bnyk,1
hidup nomor tendang rohingya dari indonesia balikin ke myanmar buktikan janjimu,"['hidup', 'nomor', 'tendang', 'rohingya', 'balikin', 'myanmar', 'buktikan', 'janjimu']",hidup nomor tendang rohingya balikin myanmar buktikan janjimu,5
enak amat rohingya gak laki gak perempuan pengangguran semua serba gratis tempat tinggal makan dan uang saku yg perempuan kerjaanya beranak sebanyak banyaknya sedang warga indonesia harus bekerja keras kami gak kerja gak makan tau gak perempuan kami indonesia sebagian besarnya ada yg jadi tulang punggung harus bekerja keras ada yg rumahnya ngontrak ada yg tinggal dijalanan di ruko,"['enak', 'rohingya', 'laki', 'perempuan', 'pengangguran', 'serba', 'gratis', 'tinggal', 'makan', 'uang', 'saku', 'perempuan', 'kerjaanya', 'beranak', 'banyaknya', 'warga', 'keras', 'kerja', 'makan', 'tau', 'perempuan', 'besarnya', 'tulang', 'punggung', 'keras', 'rumahnya', 'ngontrak', 'tinggal', 'dijalanan', 'ruko']",enak rohingya laki perempuan pengangguran serba gratis tinggal makan uang saku perempuan kerjaanya beranak banyaknya warga keras kerja makan tau perempuan besarnya tulang punggung keras rumahnya ngontrak tinggal dijalanan ruko,1
migrasi bukan pengungsi,"['migrasi', 'pengungsi']",migrasi pengungsi,1
balikin kenegaranya mas gibran imigran gelap itu,"['balikin', 'kenegaranya', 'mas', 'gibran', 'imigran', 'gelap']",balikin kenegaranya mas gibran imigran gelap,0
eeeh si asam sulfat sok bicara,"['eeeh', 'asam', 'sulfat', 'sok', 'bicara']",eeeh asam sulfat sok bicara,1
nah begitu dong boskubaru jempolkeamanan kenyaman kesejahteraan rakyat sendiri itu jauh lebih penting dari pd ngurusin manusia gelap gk jelas jangan kaya si itu tuh si ono nohlagaknya mau nampung tampung aja di rmhnya sendiriemang nya nampung kaya naro barang di gudang,"['boskubaru', 'jempolkeamanan', 'kenyaman', 'kesejahteraan', 'rakyat', 'pd', 'ngurusin', 'manusia', 'gelap', 'gk', 'kaya', 'ono', 'nohlagaknya', 'nampung', 'tampung', 'rmhnya', 'sendiriemang', 'nampung', 'kaya', 'naro', 'barang', 'gudang']",boskubaru jempolkeamanan kenyaman kesejahteraan rakyat pd ngurusin manusia gelap gk kaya ono nohlagaknya nampung tampung rmhnya sendiriemang nampung kaya naro barang gudang,4
pemerintah jadi lembek saat berhadapan dg unhcr,"['pemerintah', 'lembek', 'berhadapan', 'dg', 'unhcr']",pemerintah lembek berhadapan dg unhcr,1
indonesia untuk rakyat indonesia keturunannya,"['rakyat', 'keturunannya']",rakyat keturunannya,4
betul dan setuju apa yang di sampaikan mas gibran yang harus di utamakan adalah kesejahteraan rakyat indonesia karena sesuai amanat dalam uud tidak ada mengamanatkan harus menampung orang rohingya dan mereka bukanlah pengungsi tapi ingin pindah dan mereka orang mampu dengan bukti bisa bayar buat sampai ke aceh dan punya hp bagusbagus usir paksa mereka jangan patuh tunduk dan takut sama unhcr karena negara indonesia bukanlah milik unhcr dan semua propinsi yang ada di wilayah indonesia tolak tegas orang rohingya,"['setuju', 'mas', 'gibran', 'utamakan', 'kesejahteraan', 'rakyat', 'sesuai', 'amanat', 'uud', 'mengamanatkan', 'menampung', 'rohingya', 'pengungsi', 'pindah', 'bukti', 'bayar', 'aceh', 'hp', 'bagusbagus', 'usir', 'paksa', 'patuh', 'tunduk', 'takut', 'unhcr', 'negara', 'milik', 'unhcr', 'propinsi', 'wilayah', 'tolak', 'rohingya']",setuju mas gibran utamakan kesejahteraan rakyat sesuai amanat uud mengamanatkan menampung rohingya pengungsi pindah bukti bayar aceh hp bagusbagus usir paksa patuh tunduk takut unhcr negara milik unhcr propinsi wilayah tolak rohingya,1
betul itu yang harus dilakukan rakyat indonesia harus dilakukan agar kesejahteraan masyarakat kita terutama,"['rakyat', 'kesejahteraan', 'masyarakat']",rakyat kesejahteraan masyarakat,3
rohingya misi minta hak tanah,"['rohingya', 'misi', 'hak', 'tanah']",rohingya misi hak tanah,1
nah ini baru betul rakyat sndri aja masih bnyak miskin buat makan aja susah sejahtrain dlu rakyat sndri baru bantu org lain sah aja rakyat sndri aja msh bnyak anak di bawah umur putus sekolah makin lama jaman makin moderen,"['rakyat', 'sndri', 'bnyak', 'miskin', 'makan', 'susah', 'sejahtrain', 'dlu', 'rakyat', 'sndri', 'bantu', 'sah', 'rakyat', 'sndri', 'msh', 'bnyak', 'anak', 'umur', 'putus', 'sekolah', 'jaman', 'moderen']",rakyat sndri bnyak miskin makan susah sejahtrain dlu rakyat sndri bantu sah rakyat sndri msh bnyak anak umur putus sekolah jaman moderen,1
usir ke myanmar,"['usir', 'myanmar']",usir myanmar,1
sy siap mendukung mu,"['sy', 'mendukung', 'mu']",sy mendukung mu,1
mantap ko anak l indonesia,"['mantap', 'ko', 'anak', 'l']",mantap ko anak l,5
apasalahnya mencoba yg muda,"['apasalahnya', 'mencoba', 'muda']",apasalahnya mencoba muda,2
indonesia sudah pindah ibu kota banyak tempat yg banjir harus diatasiorang indonesia sendiri butuh tempadsedang kakek nenek dulu berjuang bertahun lamanya untuk kita harus jagamereka harus kembali ke negara asal baik baik indonesia buat rakyad indonesia buat kita semua,"['pindah', 'kota', 'banjir', 'diatasiorang', 'butuh', 'tempadsedang', 'kakek', 'nenek', 'berjuang', 'bertahun', 'jagamereka', 'negara', 'rakyad']",pindah kota banjir diatasiorang butuh tempadsedang kakek nenek berjuang bertahun jagamereka negara rakyad,1
pilih prabowo yg perduli dengan rakyat nya sendiri ketimbang rohingya imigran gelap kata pak menhan anak cucu kita aja masih banyak yg kurang gizi ga perluh ngurusin imgran gelap yang ga jelas,"['pilih', 'prabowo', 'perduli', 'rakyat', 'ketimbang', 'rohingya', 'imigran', 'gelap', 'menhan', 'anak', 'cucu', 'gizi', 'perluh', 'ngurusin', 'imgran', 'gelap']",pilih prabowo perduli rakyat ketimbang rohingya imigran gelap menhan anak cucu gizi perluh ngurusin imgran gelap,4
minta unhbr bertangungg jawab ganti rugi atas kerugian yg kita terima kalok perlu di gugat ke mahkamah internasional agar mereka berhenti melakukan itu kepada kita bila ada negara yg protes kirim rhnya ke negara mereka,"['unhbr', 'bertangungg', 'ganti', 'rugi', 'kerugian', 'terima', 'kalok', 'gugat', 'mahkamah', 'internasional', 'berhenti', 'negara', 'protes', 'kirim', 'rhnya', 'negara']",unhbr bertangungg ganti rugi kerugian terima kalok gugat mahkamah internasional berhenti negara protes kirim rhnya negara,2
berapa puluh juta warga negara indonesia bertahan hidup di tanah tercinta berapa puluh juta warga nkri juga masih banyak yang belum mempunyai rumah sendiriini malah datang tiba tiba dapat tempat tinggal usirrr rohingiyah usirrr dari nkri kasian masa depan rakyat indonesia,"['puluh', 'juta', 'warga', 'negara', 'bertahan', 'hidup', 'tanah', 'tercinta', 'puluh', 'juta', 'warga', 'nkri', 'rumah', 'sendiriini', 'tinggal', 'usirrr', 'rohingiyah', 'usirrr', 'nkri', 'kasian', 'rakyat']",puluh juta warga negara bertahan hidup tanah tercinta puluh juta warga nkri rumah sendiriini tinggal usirrr rohingiyah usirrr nkri kasian rakyat,1
kalau tidak menolak rohingnya berarti masih setuju rohingnya ada di indonesia kalau begitu saya tidak akan memilih calon presiden yang mendukung rohingya,"['menolak', 'setuju', 'memilih', 'calon', 'presiden', 'mendukung', 'rohingya']",menolak setuju memilih calon presiden mendukung rohingya,1
semoga nanti tahun depan keamanan laut di indonesia ini semoga semakin ketattidak menerima lagi yang namanya pengungsi dari negara lain,"['semoga', 'keamanan', 'laut', 'semoga', 'ketattidak', 'menerima', 'namanya', 'pengungsi', 'negara']",semoga keamanan laut semoga ketattidak menerima namanya pengungsi negara,1
rohinga kok ngk mikir ya udah luntang lantung mlah skli melahirin anak melebihi ayam,"['rohinga', 'ngk', 'mikir', 'udah', 'luntang', 'lantung', 'mlah', 'skli', 'melahirin', 'anak', 'melebihi', 'ayam']",rohinga ngk mikir udah luntang lantung mlah skli melahirin anak melebihi ayam,1
mantap kalau cuma seratus atau ratus orang nggak masalah ini ribuan di kira muslim beneran semua eh tautaunya topeng doang dari awal perjumpaan saja kita sudah mereka bohongi lantas masihkah kalian semua sebenarnya mengijinkan mengungsi di negri ini masuk secara elegal mereka bukan terdampar namun memang ada bertujuan sadari lah sebelum terlambat,"['mantap', 'seratus', 'ratus', 'nggak', 'ribuan', 'muslim', 'beneran', 'eh', 'tautaunya', 'topeng', 'doang', 'perjumpaan', 'bohongi', 'lantas', 'mengijinkan', 'mengungsi', 'negri', 'masuk', 'elegal', 'terdampar', 'bertujuan', 'sadari', 'terlambat']",mantap seratus ratus nggak ribuan muslim beneran eh tautaunya topeng doang perjumpaan bohongi lantas mengijinkan mengungsi negri masuk elegal terdampar bertujuan sadari terlambat,1
mereka sengaja dtg untuk merusak dan menghambat ekonomi indonesia,"['sengaja', 'dtg', 'merusak', 'menghambat', 'ekonomi']",sengaja dtg merusak menghambat ekonomi,1
inibukanpengusilurinipolitikpjkwuntukmenutuppikejelekannyapjkwbisaikutmilihgibran,['inibukanpengusilurinipolitikpjkwuntukmenutuppikejelekannyapjkwbisaikutmilihgibran'],inibukanpengusilurinipolitikpjkwuntukmenutuppikejelekannyapjkwbisaikutmilihgibran,1
setuju sejahterakan dl wargamereka ilegalbalikin aja ke bangladesh,"['setuju', 'sejahterakan', 'dl', 'wargamereka', 'ilegalbalikin', 'bangladesh']",setuju sejahterakan dl wargamereka ilegalbalikin bangladesh,1
,[],,1
itu betul saya dukung,['dukung'],dukung,4
itu bagus cita citanya rakyat sejahtera tapi kampanye aja itu da jadi lupa,"['bagus', 'cita', 'citanya', 'rakyat', 'sejahtera', 'kampanye', 'da', 'lupa']",bagus cita citanya rakyat sejahtera kampanye da lupa,0
se mas gibran,"['mas', 'gibran']",mas gibran,5
cawapresnya rohingya,"['cawapresnya', 'rohingya']",cawapresnya rohingya,1
jangan kasih tempat dan jngan di kasih enak entar betah di indonesia orang indonesia masih banyak yg susah cari buat makan,"['kasih', 'jngan', 'kasih', 'enak', 'entar', 'betah', 'susah', 'cari', 'makan']",kasih jngan kasih enak entar betah susah cari makan,1
tribunnews tolong stop sebutan pengungsi bagi imigran gelap,"['tribunnews', 'tolong', 'stop', 'sebutan', 'pengungsi', 'imigran', 'gelap']",tribunnews tolong stop sebutan pengungsi imigran gelap,5
saya setuju,['setuju'],setuju,1
ini adalah salah anis baswedan dia sudah gila dulu bilang mau menampung rohingya sebanyaknya kenapa sekarang diam pantas kah nyalon presiden anis baswedan memang presiden simpanse,"['salah', 'anis', 'baswedan', 'gila', 'bilang', 'menampung', 'rohingya', 'sebanyaknya', 'diam', 'kah', 'nyalon', 'presiden', 'anis', 'baswedan', 'presiden', 'simpanse']",salah anis baswedan gila bilang menampung rohingya sebanyaknya diam kah nyalon presiden anis baswedan presiden simpanse,4
bedakan yang namanya imigran illegal dengan pengungsimereka adalah ancaman kedaulatan negaraharusnya kapal asing masuk perbatasan laut tanpa izin bisa dirudal,"['bedakan', 'namanya', 'imigran', 'illegal', 'pengungsimereka', 'ancaman', 'kedaulatan', 'negaraharusnya', 'kapal', 'asing', 'masuk', 'perbatasan', 'laut', 'izin', 'dirudal']",bedakan namanya imigran illegal pengungsimereka ancaman kedaulatan negaraharusnya kapal asing masuk perbatasan laut izin dirudal,4
amiinn,['amiinn'],amiinn,5
trimaksih mas gibran utk lngkah mngatasi rohingya sangat tegas,"['trimaksih', 'mas', 'gibran', 'lngkah', 'mngatasi', 'rohingya']",trimaksih mas gibran lngkah mngatasi rohingya,1
gibran utamakan masyarakat aceh yg kelak membantu andadi pemilu,"['gibran', 'utamakan', 'masyarakat', 'aceh', 'kelak', 'membantu', 'andadi', 'pemilu']",gibran utamakan masyarakat aceh kelak membantu andadi pemilu,4
nah kalau ini saya setuju gak kayak anis yang malah menerima imigrasi gelap calon penjajah jalur kasian,"['setuju', 'kayak', 'anis', 'menerima', 'imigrasi', 'gelap', 'calon', 'penjajah', 'jalur', 'kasian']",setuju kayak anis menerima imigrasi gelap calon penjajah jalur kasian,1
mantap ini baru borutoo uzumaki,"['mantap', 'borutoo', 'uzumaki']",mantap borutoo uzumaki,1
