text,cluster
you want proper education opportunities then go back to myanmar and fight for your country not came to other countries and expecting this and that,7
they sound indian,0
harusnya adakan pertemuan asean jangan hanya indonesia dan malaysia yg menanggung imigran rohingya tu bawa ke singapore ke philipin ke thailand ke vietnam,1
indonesia still has huge problems in the internal but loves pretending being kind towards these refugees what you got eh nothing btw just enjoy stupidity you made,4
indonesia government is too much kind yet i heard the refugees are very unthankful however its their choice for accepting them shrugs,4
send back to bangladesh,7
the world community are being throughly unable to solve the crisis,0
send them back to bangladesh,7
please behave in your host country respects indonesian culture the achenese islamic law dont do what you do elsewhere,3
stop having babies,0
qatar should accept them as citizens instead if using this al qaeda network to show their difficulties,3
myanmar must be held accountable in the international court brthanks to indonesia helping these refugees,4
so where is indonesia 🇮🇩 going to resettle them brtheir future hangs in the balance 😒,0
over muslim countries they should be sent to them in equal numbers,2
only for a while theyll be in either malaysia or australia soon they have no future in indonesia,0
why saudi arabia dubai and other oil rich wealthy islamic countries are not taking any of these muslim refugees untouchables,2
good news that indonesia accepts these people but as mentioned by that lady it would be problematic case for indonesian economy as well so better option is caring these people by devising with neighbouring country malaysia 🇲🇾,6
qatar should also take these people,6
un should help indonesia government to make shelters for them,5
good step taken by indonesia government ❤️❤️❤️❤️,6
bcome on qatar open your doors to these rohingya brothers just like you opened your doors to the football fans last month and show rest of the world how beautiful and united your ummah is 😅😅😅b,0
control population,0
fascinating how of them are a story in indonesia but when canada and usa taken in nothing is mentioned,5
al madina dubai and all the arabic super economies must collect all these islamic refugees they are all l over,4
f off we are full,0
i hope the rohingya teach their acehnese hosts how to be better neighbors to the their catholic neighbors in east timor aceh has been the source of horrendous violence against christians,0
😔the last girl crying in silence 💔br🙏my dear god please guide these mohmdans to leave this evil cult and live like normal humans,0
please leave from indonesia dont make rabush here,6
free acehbrfree arakanbrall oppressed people will be free inshallah,0
usir mereka nanti smua keindonesia usir,1
toong usir mereka jijik banget,1
tolak mereka karna kalau dijasih peluang temanya nyusul smua,1
why dont they go to bangladesh,7
now they better behave themselves because aceh isn’t like malaysia,0
one report on curpt government of pakistanbrbelow political parties creater involved in pakistans current situationbrcorrupt rulers have taken over pakistan there is no bread to eat thieving looting rulers have sucked blood god willing the global media should drag pakistans corrupt prime minister shahbaz sharif and zardari to the international court of justice that they have been taking all the aid or funds pakistan has received and depositing it in their account they have flats in foreign countries they even go to london or dubai to buy a tablet schools are in ruins in sindh there are cos houses in the hospital,0
corrupt rulers have taken over pakistan there is no bread to eat thieving looting rulers have sucked blood god willing the global media should drag pakistans corrupt prime minister shahbaz sharif and zardari to the international court of justice that they have been taking all the aid or funds pakistan has received and depositing it in their account they have flats in foreign countries they even go to london or dubai to buy a tablet schools are in ruins in sindh there are cos houses in the hospital,0
give arakan amp andaman to bangladesh then we can provide them a better facility,0
its very good step taken by indonesiabecoz muslim refuges should send them to muslim majority country we are also thinking about indians m muslim should come to our pakistan or arab immediately,2
may the almighty allah help our brothers and sisters ruhingyas saudi arabia and qatar are spending billion of dollars for football and your brothers and sisters are lived in hunger and starvation i know you know prophet said god will never forgive the unkind like you shame to you,0
not only myanmar military but putin assad xingping modi all are responsible for rohingya genocide,0
idn disaster and dangerous for idn,0
shalom salam peace both israel and myanmar have expelled their native populations shame on them,0
no we dont want they stay in indonesia we want they back to bangladesh camp or back to they country they no have good attitude dirty they make criminal in sumatera indonesia and so many problem by them,7
mereka harus bljr adab dan menghargai bersyukur biar bisa di terima di manapun,1
di satu sisi kita lihat rasa kasihan juga klo lihat anak mereka tapi kimana mudah tuhan berikan jalan keluar bagi mereka juman kita bantu dengan doa sedih juga lihat mereka hidup itu harus banyak bersyukur,1
rohingya manusia tidak tau bersyukurharus dikembalikan mereka ke negara asalnya secepatnya sebelum ada terjadi yang tidak di inginkan,1
ya allah mereka ini mungkin tk pernah dpt pendidikan tapi yg salah presiden miyanmar kenapa mereka tk mau mengakui pduduknya padahal dri dulu mereka sudah disitu kasihan tpi yg bisa kita perbuat,1
aceh indonesia their number is more than they are illegal bangladeshi immigrants why not take them to your country do you know what their nature is like in malaysia the intimidation of bangladeshis and rohinians against us natives usurp and confiscate our landbrunhcr bangladesh is a group that sells humans to be sent to indonesia you are a mafia by promising rohinians and bangladeshis that you will live in luxury and be facilitated by everyone in indonesia are you sure in our country there are still many who are poor and need help go away from our country,6
welcome bangladeshrohingya to indonesia 🙏,6
imigran gelap pesanan amerika untuk menjajah,1
usir mereka imigran gelap rohingya dari negara kami indonesia mereka hanya orang orang yang tidak tahu berterima kasih mereka adalah pemberontak yang tidak memiliki adap,1
kalau hanya makan tidur kenapa harus datang ke aceh usman hamit jgn ganggu orang di laut sana bab bisa dilaut kasi tanah mu diberaki,1
rohingya do not respect indonesian society rohingya have bad characteristics and have no gratitude 👎👎👎,6
jangan mau kita terima ini orang rohiniyakususnya di daerah acehmereka tidak perlu di beri tinggal walau hanya sebentardan diberi makan berbulan bulaningat masih banyak orang asli di aceh yg hidup di garis kemiskinandan orang tamil rohinya ini banyak yg buat masalah dan ada yg bukan masalahpolitik genoksidapenghapusan rastapi masalah ekonomi danlapangan pekerjaan andan kita tau banyak putera aceh yg punya sekil belum dapat kerja bertahun tahumini jadi pertimbangan para pejabat yg berwenang inipendatang bisa buat masalah kecemburuan sosialdi acehkomen dari anak aceh perantauan,1
angkatan laut rep indonesia 🇲🇨wajib keluar masalah ini,1
capres no kok senyap,0
usir mereka,1
hati hati buat negara kristen di barat jangan pernah menerimah penduduk liar suaka akan menjadi manusia radikal di kemudian hari sangat mengerikan ajaran sesat waspada,1
usir secepat nya imigran gelap dari bumi acehbiar tidak jadi beban negara ri,1
take illegal migrant rohingya to qatar,6
kami bangsa indonesia dan rakyat indonesia siyap mati untuk menjaga tanah warisan leluhur dan tanah nenek moyang kami dari negara asing ingat itu,1
kami rakyat indonesia mentang sekeras kerasnya ada pengungsi dari negara lain masuk ke indonesia kalau mau masok hadapi kami dulu rakyat indonesia kami rakyat indonesia ga akan kami biyayar kan sejengkal tanah pun bisa kalian duduk untuk pengungsi dari luwar negara ingat itu,1
sampai mati kami masyarakat indonesia ga akan terima ada pengungsi rohiginiya banglades fakistan ini di bumi indonesia tercinta ini sampai mati kami ga akan kami ijin kan ada di bumi indonesia ini garis besar nya kami ga seteju ada pengungsi haram ada di indonesia ini,1
norefugis imigrants ilegal,0
the rohingya ethnic group was deliberately sent to indonesia to destroy indonesia deliberately so that indonesia becomes chaotic they must be sent back to their responsible country of origin,6
pulangkan ke negara bangladesh sj besok besok rusuh minta jatah tanah,1
usir dan kembalikan ke negaranya masyarakat indonesia masih banyak yang kekurangan imigran gelap etnis rohingya yang tak tau diri sudah ditolong malah nglunjak,1
banglaceh selamat kalian akan jadi india 😂,1
semoga khilafah segera tegak dgn diterapkannya sistem islam yg bisa menyelesaikan persoalan ini dan bisa menciptakan kesejahteraan dan kedamaian dunia,1
pulangkan itu rohingya bikin beban ngurusi org ilegal,0
krisis pengungsi yang sedang berlangsung dimulai di asia timur pada akhir februari setelah invasi myanmar ke negara rohingya tercatat terdapat hampir juta pengungsi yang melarikan diri dari negara bagian rohingya di asia sementara sekitar juta lainnya telah mengungsi di negara tersebut pada akhir bulan mei sekitar seperempat dari total penduduk negara tersebut telah meninggalkan rumah mereka di negara bagian rohingya pada tanggal maret pengungsi rohingya adalah perempuan dan anakanak sementara sebagian besar lakilaki rohingya berusia antara dan tahun dilarang meninggalkan negara tersebut pada tanggal maret lebih dari separuh anakanak rohingya telah meninggalkan rumah mereka seperempat di antaranya telah meninggalkan negara tersebut negara invasi tersebut menyebabkan krisis pengungsi terbesar di asia timur sejak perang dunia ii dan setelahnya merupakan yang pertama di asia timur sejak perang myanmar pada tahun an serta krisis pengungsi terbesar keempat dalam sejarah dan merupakan krisis pengungsi terbesar abad ke dengan tingkat pelarian pengungsi tertinggi secara global,1
indonesia menolak rohingya dan akan kami usir paksa,1
🇲🇲💔💔💔,0
rohingya local criminals are raped rohingya thieves become beggars causing trouble on the streets and villages expelled to their country😅,5
pemeeintah myamar rasis tidak mengakui tidak adilan warga rohingnya mengarah genosida,1
indonesia wants to help arabs like palestinians not south asians like rohingya,5
im rohingya journalist,0
as a rohingian we are used to be treated like this all the timebrno identity no ethnicity no citizenship brwe dont need anything from the world brallah is with us brand we only ask for jannah,5
no more un 😮 we really ready to 🔥 im here only singale,0
this is called islmic brotherhood ❤❤😊😊 both are allah and islam followers 😊😮 no discriminationno religious problem very good decision all rohangia must go indonesia malaysia and islmic countries 😁😁,3
yes come to indonesia dont come to malaysia,6
al jazeraa go to malaysiawhat they done to malaysithey breaking the malaysian law,0
don’t give than any chance to live cause they will destroy the whole nation just like they are doing to bangladeshi residents right now they are refugees they are supposed to stay at a refugee camp but they are running away from the camp and killing locals doing the business of drug and weapon they are getting the weapon from the bangladeshi local gang and they are selling the drugs instead of exchange like yaba methamphetamine and killing whole youth with this kind of drug they destroy local economy 😢,5
biggest muslim of indonesia love 🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇲🇨🇲🇨🇲🇨🇲🇨,2
good news,0
please indonesian muslim brothers help help to these people they are your muslim brothers brafghanistan ❤️,2
tunggu sedikit masa lagiindonesia akan pusing kepala seperti malaysia,0
hm bahaya nih,0
the habits of south asians who always breed and reproduce in other countries,3
all about of human trafficking they are not run out from myanmar but they looking for new country,4
negara sendiri pun susahini brp juta sd menampung rohignia trs pdhl negara lain tolak kedatangan rohignia seperti malaysia pun tak mau utk pelarian rohignia,1
kebanyakan muka yg dtg ni mcm muka bangla cukup sebulan masuk indonesia cabutla dia org masuk msia ikut lorong tikus indonesia transit je,0
itu sengaja di kirim dari bangladeshitu govermant bangladesh yg kirim rohinga asli bangladesh tapi bangladesh tak mau rohinganya mau di kirim ke indonesian stop rohinga ke indonesian nanti banyak telurnya,1
alhamdullilah brselamat mendarat di dataran aceh semoga allah memberi rahmat di negara indonesia,1
indonesia🖒🖒🖒,0
they have no any country thats why like that on going to than,3
men in shorts women covered like north people broken society,6
take it from india also where terrorists will live for years they will spread those who do not belong to their country they beg in other countries,3
when they are offered to be repatriated they refuse but going to other countries they make troublelol,0
rohingya go back to your dirty country indiawe dont need rohingya in our country indonesia😤😤😤,7
muslim very slow motion s,2
indonesia is too kind hopefully they get back to health and continue their trip to thailand australia malaysia or any immigrant countries that signs unhcr treaty,7
beautiful stunning and brave people rohingyas i hope that they can stay in the orient indonesia or malesia god bless them so much with health wealth luck happiness love and peacebrtheir former female president of miramar is now in prisonis this god revenge,0
rohingyas are being deprived of their own basic rights the bangladesh government has accommodated them as refugees but they need a permanent solution to stay they need their own resources which can only be provided through their state,4
indonesia will stand for humanity,6
please lah jangan datang ke malaysia golongan ni sangat meresahkan,1
my respect for the myanmar is increasing day by day,0
sad 😢 save people,6
please help for any government issue,5
tujuan mereka hanya malaysia tolong segera tindak jika terulang seperti yang sudah sering melanggar aturan dan kaburan dari tempat pengungsian yang meresahkan warga sekitar,1
aceh already struggle to feed their own let alone refugees,4
padahal kita orang indonesia tapi berita indonesia pake bhs inggris hahaha,1
ugh please keep these people in aceh or send them home do not let them enter medan we already have to deal with these harheaded uneducated violent kadruns,0
believe me dont believe them you will regret later on theyre just nd jewish but in asia continent,0
semoga allah pelihara negara indonesiadan semoga allah bagi indonesia murah rezekiamiin,0
masyaallah,0
ship them back to malaysia 👍🏼,7
al fuckira should take them to there office,0
aceh sila ambil semua rohingya,0
please come to malsyia,0
yes burma military very very dinchrich man dont sitting muslim in arakan please 🙏 hil me for unhcr office indonesia,0
maaf rohingya mungkin anda kesasar aceh bukan malaysia semoga lekas sampai ke malaysia 😇,1
kita satu islam seiman allah akbr,0
rohingya have a very poroblem bangladesh,6
indonesia negara miskin kalau di malaysia negara kaya raya pengungsi rohingya hanya transit sementara di aceh tujuan mereka ke malaysia yang kaya memulai hidup baru terimalah dindaku malaysia anda kaya raya wajib membantu rohingya saudara jauh sedangkan kakanda indonesia juga miskin 😭brsalam dari kanda borneo kalimantan,1
they love malaysia 🇲🇾,0
terima kasih warga aceh mau menerima saudara muslim rohingya,1
rohingya people you came to a very bad place bryou also will not be able to study here work married you will sent to thirt country after you stayed in indonesia more that years bri sorry for you guys,6
alham dulillhindonisia orang😘😘😘😘,0
এদের গুলি করে মারে না কেনো খুব বিপদ জনক।,0
pemerintah harus lebih cermat lagi untuk menampung pengungsi ini khusunya rohingnya lihat negara malaysia jadikan contoh pengungsi rohingnya banyak buat masalah disana jangan sampai di indonesia terjadi hal sama,1
lain kali kalau masuk indonesian pasti bikin rusuh seperti yg di malasia,1
jangan sampai ke malaysia udah malaysia sudah ada ribu ini yang sudah dibanci yang belum xtahu berapa ramai lagi agak sudah satu juta,1
this all bec of the buddhist terrorist in myanmar💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚,0
i feel sad for rohingyas what a shame mynmaar,0
kasihan mereka 😭,1
its ironic how the us always wants to condemn other countries for human rights violations when they are the biggest abusers of human rights bq,5
indonesia all muslim help rohingya refugees my allah protect all muslim allah karim 🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,2
goly kora mara fall adar,0
potiak dacar corkar ar ucawit gonoconkw komano tar bacw gonmo daly ok dirak facy daw dorkar donew ty gdik taki cadakw gamala aw gamalar man karon aw gonoconkw ti adar goto kom powda koragaw totow balo,0
neu teulong piyoh bak berita long siat🤣,0
so sadthe world should give more attention to thesse people for the sake of huminity the root cause is terrorist myanmar nation,6
look whats happened today brbrintentionally theyre invading us brthey came illegally brought by unhcr backed up by amnesty international through their minions inside and outside indonesia no country will accept this rebellious people neither ours indonesia is a sovereign country our country our sovereignity we reject rohinya neither welcome nor give em any single piece of our land for them never ever our great grandparents fought and died for defending our country for us our children and future generation not for rohingya 🇮🇩🦅,3
myanmar sudah mencaplok wilayah rohingya kedalam negara mereka harusnya myanmar mengakui mereka sebagai warganegara jangan membebani negara² di asia tenggara pbb juga sepertinya mengambil jalan pintas malah mengungsikan rohingya ke negara lain bukannya mengatasi konflik di myanmar,1
unhcr menekan indonesia untuk menerima rohingya mengapa bukan negara² eropa atau negara asia yg sudah maju menampung mereka thailand saja yg satu daratan dan singapura yang negara maju menolak kedatangan mereka,1
myanmar and british should fix these it a ll because of them lean from palestine when they accept the jew look what happen now this rohingya are not refugees anymore but illegal imigrant if you like them so much then take them to your house,4
send them back home we dont care nor we should its their problems we only provide humanitarian aid and they rejected it and even causes chaos in our country its myanmars problem not indonesias,7
rohingya people cant read islamic law and only claim to be muslim they are given food in indonesia complaining and not enough and they just eat in indonesia never grateful and create chaos in indonesia and in other countries indonesian people really dont like them because they dont know how to thank you and the reason is that the indonesian people reject the rohingya people,6
a hrefhttpswwwyoutubecomwatchvuleynbduamptmsa,0
unhcr is stupid organizations,0
now rohingya make many problem in my country malaysiathey rape malay girl,3
alhamdulillah rohingya dan malasya itu serumpun silah usir semua rohingya ke malasya,1
quotdangerous journey at seaquot 🤪🤪🤪brbrthey pay some broker to go from bangladesh to indonesia around usd the latest news is that the indonesian police have arrested one of those brokers,6
they have a very bad attitude they threw away the foods we gave them and damaged the shelter facilities at the same time many indonesian are still hungry poor and have no place to live our country became independent with blood and tears if you run away from the fighting in your country and instead want to take over our land we will not remain silent,5
why didnt going to australia 🤔,0
send them to china,0
israel soon they will make things up and say rohingya has a right to land in indonesia because their muslim ancestors lived in indonesia since thousands of years ago just like the zionists 😂,5
theyre just makes trouble disrespect to local residents some of them throw away the foods that we gave we should reject before they create broader conflict with the local,5
they throw away our food and help they just want our land and invaded us they are becoming criminals in here,5
muslim countries they are part of you islamic ummah accept them,2
europe must take them all in the name of humanity,4
you just dont know that indonesian people can act brutally if this friction happens one day my advice is that you better avoid it look for another place we dont care about the myanmar junta we are a democratic country and we are not a country islamcoincidentally islam came in the th centurybefore that we were hindus and buddhists for almost years,6
lawde ka muslim bhaichara h😂,2
wait until they outbreed the malaysia,0
lets see if indonesian have hearts to help as they loudly say 😂,5
malaysia dah taknak,0
ngerusuh saja cuman bisa manfaatin kebaikan orang indonesia udah di kasih shelter malah kabur baru ada yg mencuri berak sembarangan padahal udh di kasih sanitasi yg bagus masih ajah bebal memang patut mereka myanmar people benci sama etnis bangladesh nii ngak rohingnya ngak israel bikin indonesia pusing saja,1
please dont go to indonesia the past experience was very bad,7
nggak menerima orang asing ke dalam negara liat dulu history mereka waktu diterima di aceh menjijikkan pemerkosaan dan kriminalitas yang dilakukan mereka biarkan saja lah mengapung apung tanpa kejelasan di laut lepas daripada indonesia jadi tuan rumah yang terusir kayak palestina lebih baik diusir saja mereka toh ini bukan tanah air mereka,1
rohingya people will cause you trouble they are so rude and uneducated their attitude is really bad better send them to gaza,6
ditolak karena tidak sopan pemalas jorok dan menyusahkan warga lokal,1
🙏 maaf negara kami miskin brbrsebaiknya mereka ke malaysia aja 👍,1
at first we welcoming and help but after a moment u will see what is really happening its not about religion but its about their mostly attitude,5
most make problem with local saudi bangla and malay also refused them they making problems bully rude sexual harassment we accept refugee but they must obey the rules they dont want and just running away and doing protest,5
hahaha bodo ke indo nak reject kedatangan mereka skrg tengok malaysia da mcm pasaraya 😂😂😂,1
please come to malaysia we are sama muslim,2
tengalam kan je,0
harus di tolak,1
indonesia muslim countries are not ready to give shelterand al jazeera lecturing on india srilanka 😏😏😏🤷🤷🤷,3
pulak dahkan ramai dah kesanaramai juga yg masuk kesini😮😮,1
they are muslim ummah don’t reject them please may allah bless you 🇮🇩,2
bangsa rohingya sayang disayangi oleh malaysia,0
rohingya bangsa terbuang myanmar burma tapi dikasihi penuh kasih sayang dimalaysia,0
to those who are really protecting themplease take them to your homelater you will knowwhy myanmar trying to get rid of them,0
please dont come to malaysia justt go other countries,7
why rohingya so obsessed trying to enter malaysia indonesia have a big land sea and lot of island to live if they really wan to live then they can start farming or fishing on those land seriously something is fishy about these rohingya refugee,5
we dont allowed to enter our country dirty rohingya they must go back to there dirty country india,7
myanmar should be held to account,0
jijik bamget tolong pemwrintah jagan nampung orang pengungsi yang bukan urusan indonesia hitam dekil menjijikan,1
malaysia and indonesia need to send hindus out and welcome rohingyas,6
diondonesia maaih banyak rakyat yang miskin sebaiknya rohingya dikirim keamerika ditemoatnya orang orang kaya,1
sudah aman di bashan char buat apa ke sini jangan datang ke malaysia lagi kami melayu sudah muak dengan perangai rohingya saudara kami di koh panyee thailand boleh hidup di pulau itu saudara kami yang dibawa jepun membina landasan keretapi maut semasa ww sampai sekarang bisa hidup aman di selatan myanmar ini rohingya bangsa tak sadar diri buruk perangai aja menipu umat islam lain yang tinggal di dalam gua tidak tahu hal sebenar,1
lakh rohingyas citizens of myanmar are now facing major problems in bangladesh,0
so much for ummah,0
these rohingas are cancers although it feels inhumane to let them diebut if you give them shelter they will just start causing problems to other peoplethey dont have a single bit of gratitude towards the people who help them instead these rohingas will kill you for money and land without hesitationi think people need to avoid these rohingas if they want to live peacefully,5
the rohingya refuges dont like indonesia they want malaysia,6
negara nya sudah tidak ada perang kenapa masih menjarah negara orang lain,1
very good,0
and in malaysia we halau mereka juga 🤣🤣🤣🤣,1
nice islamic “ummah”,0
mynmair janasenrohagy,0
help the rohingyas•• brform a new country for rohingyas•• with help of un and international agencies•• grand to the minimum humanity to these refugees•• stop the genocide•• please••,5
indonesia negara yang tak bergunangomong gede,1
malaysia and australia adalah kerajaan yang menjadi tujuan mereka semoga mereka semua sampai dengan selamat di malaysia and australia,1
you cant force help from someone if someone who dont help you is evil then youre welcomed to say what you want,5
solution of rohingya crisis independent north arakan maungdaw district brbrotherwise it will not solve ever,0
🤣,0
peacefully community fighting among themselves,0
they’re not muslim,2
there are not muslim,2
if they convert to buddism jainism hinduism half problem will be solved,0
the needs of rohingya brides for rohingya men in malaysia causing this problem notice most passenger are women,6
i am suspecting that there are other people or group of people that are giving instructions to these rohingya people something like a sindicate,6
if these people are good the people of burma will not hurt them the bangladeshi people also do not like them ang now their fellow muslim indonesians also rejected them us ang western european countries are the only ones who can put an end to this issue adopt rohinya people in their countries they are the ones who are shouting human rights practice what you preached guys,6
📺 ttvaa,0
easily they reject and put the burden on malaysia,0
indonesia if you reject them why must you send the boat to malaysia they goes to indonesia not malaysia,6
why dont indonesia accept themthis country very selfish hello all these rohingyas keep coming to malaysia brbrmuhiyydin already told the un malaysia cannot accept anymore of them brbrif the boat ⛵ goes to indonesia boarder please dont send them to malaysia brbri repeat malaysia is not the only can accept them if other countries very selfish dont accept them why must malaysia always accept thembrbrwhat did myanmar being doing and why did all those rohingyas keep escape to another country and expect them to house and feed them,3
shame on indonesia people and government why not help the muslim brother and sisters that why indonesia is least status in the world 🌎 poor incipte of everything shamefully your puppets leader of parliament,2
poor rogingya save please,0
usir ronghinya dri bumi nkri,1
why nobody want to help the rohingya because everyone knew that rohingya was a problem created by the british when burma was a british colony the british like to use minority as civil servants so that these minority will not revolt against the british colonial rule the british use tamils in sri lanka end up creating tamil tiger insurgents after sri lanka independence the british use rohingya in burma so end up creating rohingya insurgents in burma after the country gain independence nobody want to clear up the mess created by the british,5
myanmar people now have they own karma coup by military,6
ha ha before arrive malaysiawe return back to sea,0
thanks indonesia and aceh brought ashore rohingya refugees,3
thank you very much for malaysia,3
pakistaan bangladesh turkey qatar and arab must accept at least million rohingya refugees,4
malaysian is a not muslim countries 🇱🇷👍😀,2
malaysia goverment and people also not welcome the rohingya people come to malaysia please turn back to where your come from,6
shame on malaysia call them selfs muslim country,2
what are they doing those who sitting on un y they are not sending un forces to protect rohingas,0
aceh siap menerimamu wahai rohingya aceh adalah rumahmu,0
yah muslim hai isliye inko target kiya ja raha hai,0
qatar should take these refugees as they are part of ummah 👍,4
wherere the people of united nations are theyre goin to sleep or what,6
welcome to malaysia there are already maybe hundreds of thousand but malaysian governmentsure can accept dont worry 😂😂😂🤣😅,3
“indonesia rejects rohingnya refugees”brbrinteresting our media never reported this,4
in which contry better on worldwide masha allah they whant one ruller who that,0
where did muslim brother hood go,2
where are muslim brotherhood when they need one,2
indonesia amp malaysia expect bagladsh not allowed but all rohingya welcome to chinese xinjiang provence re education camp inshallha ❤❤💐💐🙏🙏,6
this news is misleading right from the start,0
indonesian online we support palestine justice for children o gaza we are one ummah brbrindonesian in real go back to your own country you filthy rohingya muslim 🤢,7
learn form malaysiathis people want thier land,5
indonesia is a very generous country if we rejected you than you clearly are a big problem ✋ please get out,3
😮so sad मुस्लिम भाईचारा कँहा गया😅,0
them we support our muslim brothers in palestine,2
,0
,0
fleeing to another country illegally is illegal for a reason sorry folks you cant just cheat your way out of a situation,4
their number is more than they are illegal bangladeshi immigrants why not take them to your country do you know what their nature is like in malaysia the intimidation of bangladeshis and rohinians against us natives usurp and confiscate our landbrunhcr bangladesh is a group that sells humans to be sent to indonesia you are a mafia by promising rohinians and bangladeshis that you will live in luxury and be facilitated by everyone in indonesia are you sure in our country there are still many who are poor and need help go away from our country,6
what i hate most about the media is capitalizing on the children and babies theyre illegal immigrants its their parents fault to bring them on the boat and become illegal immigrants its not indonesias fault that theyre having such a fate now guests stay a few days and left not longterm longterm is called koskos or hotel you register and pay for it and are still subject to landlords and hotels rules just leave and stay at the house of those people who comment that indonesia is not doing enough,6
thumbnail gitu amat dah lu aja sono yang nampung sat,1
go away,7
acheh does the right thing they are not refugees they have the latest smartphones pay huge sum of money to smugglers and the boys clearly have trendy haircut like done a day before they onboarded the trip definitely not refugeesnot from a war zone dont be deceived tahniah acheh anda buat perkara yg betultolak pelarian rohingyakami di malaysia sudah tahu muslihat mereka,0
they are people who dont understand thankfulness they dont respect our customary law we dont want thembrthey use baby and children to be their weapon to get sympathy,5
please go out from indonesia 😒,7
asian for asian people,6
the problem is they love to make babies without thinking how to raise them and then ask people to help in my country young people have to work hard to be financially stable before married and having children,6
leave your neighbors alone stay in your owne country and make it better,0
they want to go to australia the land of milk and honey or so they thought,5
dont fall for there fake tears return them were they came from,0
seharusnya media mencari tahu mengapa masyarakat aceh menolak tidak membuat berita yang memojokan bangsa indonesia,1
i hope the indonesian wont make mistake by ignoring those refugees like the arab conutries ignore and reject the palestinian😊,4
they are imigran they paid unhcr to let them stay in indonesia n some people already arrested,6
you are not supposed to be here you are not welcome here illegal rohinga,0
please send them to sentinel island,0
all men thy r not refugees,4
buang kelaut ras rohingya dari kami masyarakat 🇮🇩,1
please dont come to malaysia we hv enough of rohingya and their problems,6
thank you indonesia for accepting them they are being massacred in their home country,3
invasive species like india bangladesh pakistan and nepal,0
it is funny that you use that photo to beg for attention and sympathy to those manipulative illegal immigrabts if you take pity to them why dont you take over those illegal immigrants take them to your country right now brthose rohingyas making babies all the time and use the babies to beg for sumpathy disgusting brtake those manipulative rohingyas do that you know why we indonesians malaysian thais australians indians refuse those illegal immigrants you stand with them so take them to your country right now,4
the irony of indonesia crying for their so called brothers hamas in gaza sending tons of goods for help while their brothers in bangladesh are dying in starvation disgusting,0
despite all the hardship they seems very very active in procreation this is a result of poor mentality and lack of education,0
masuk kenegara orang lain tapi tak boleh ikut peraturan dan undang² hantar roghinya ni semula ke myanmar,1
start with birth control,0
they need to go to america,7
they are rejected because they are darkskinned indonesian is pretty racist they just dont want to admit it,6
pulangin ajalah semuanya semak kali pun lihatnya ga bisa diatur seakan² udah direncanakan tujuan mereka memang ke aceh,1
for people who have nowhere to stay sure they’re multiplying like there’s no tomorrow,6
hard life but keep breeding east asian people are,6
i suspect they are using their children to get sympathy the more children the better which is why they breed so fast even though they cannot support their children,5
this earth is already full of humans so stop breeding like rabbits if you are not ready or cant provide a decent life and education for your children,0
there is gotta be a better way to help them i know it might not be feesable to allow them into the country cant you at least have residents adopt the children but no parent would want to leave their child if there was a way to create a ecofriendly manmanlde island that would help with that it adds space for homes to be built the houses would have to be very close though or ones responsible for racism should be jailed none should fear the people they live with,5
indonesia rohingya islam same black skin same face same tall same body famliy,0
bunch of hypocrites they fools malaysia now they done the same to indonesian,0
china should welcome this refugee s china so rich now,4
indonesia are islamophobic antimuslim racist country ooo sorry its only applicable for non muslim countries it ok to not help them as a muslim country,2
bangladesh people rohingya,6
they are welcomed in ukraine as front line troopers,0
kami seluruh suku di indonesia menolak rohingnya indonesia sdh banyak penduduk dunia terbesar di dunia,1
why didnt the rohingya choose developed countries like america europe instead they chose indonesia there are still many who are poor and add to this the rohingya,6
call me bias i dont care but most of them just have issue with obey the law some of them working hard to provide as cleaner or working in scrap yard etc they came and theyll just breed and breed and breed a family can have like to children,0
im surprised the rich arab muslim nations havent opened their borders to these people yet,2
according to the views of indonesia and malaysia the rohingyas who are not citizens of their country should be thanked for allowing them to stay in myanmar for so long it is clear today that they will never approve of the killing of buddhist monks and that myanmar will stop helping them even those who follow the same religion as muslims reject the rohingyas because of their behavior,3
isnt malaysia is islamic county😂 why are they closing borders to muslim thenthey want india to have million rohingya but got scared by few hundred,0
kalo mw sono noh ke papua,0
and they keep breeding,0
mereka gak tahu ada yang makannya cuma mie instan mulu hampir tiap hari trus telur sama nasi doang ehh yang ini protes makannya kurang banyak lah mana pakek gangguin penduduk setempat ett dah masih banyak pengangguran juga di indonesia mau nambahin masalah juga ni penduduk sebrang,1
dont trust rohingya these race its so rude to local people you can see in malaysia,6
they dont want to go to thailand vietnam malaysia or singapore though indonesia and malaysia are the natural countries to accept them because they have the same religion,3
bro they fake crying,0
what happend to moslem ummah and earning points in jennah indonasia belongss to each and every moslem on earth indonasia should accept there brothers with open arms accept your brother and earn points on jennah i am muslim and i hate when fellow muslim are so insensitive,2
they should accept their muslim brothers like palestine helping their hamas dogs,2
as tough as their situation is these people are known to cause huge problems even after you gave them help its frustrating to be honest,5
they are trouble makers ignore them and sent back to the sea,7
cant blame if no one opens their door the rohingyas here choose to find better life they were not been chased they just wanted life away from bangladesh where the were settled down from myanmar not a desperate condition to be accepted anywhere else especially with bad repuatation from the previous incidents,5
